entry_id,player_id,number,tier,era,team,signature_stat,stat_label,stat_weight,fun_fact,league_wide_retired,retired_league,retired_badge,verification_status,source_id,notes
g-0010,babe-ruth,3,LEGEND,Baseball Golden Age,New York Yankees,714,Career Home Runs,3,"He was such a dominant pitcher that the Yankees converted him to an outfielder just so he could hit every day, and he became the greatest power hitter who ever lived.",,,,needs_review,,#3 retired by Yankees
g-0011,dwyane-wade,3,LEGEND,NBA Modern,Miami Heat,34.7,PPG in 2006 Finals (Finals MVP),3,"He carried the Heat back from 2-0 down against Dallas in the 2006 Finals, 34.7 points a night, when the dynasty Mavericks were supposed to win easy.",,,,needs_review,,
g-0012,diana-taurasi,3,LEGEND,WNBA Modern Era,Phoenix Mercury,10646,WNBA Career Points (All-Time Leader),3,"Widely considered the greatest player in WNBA history, she led Phoenix to three championships and became the league's all-time scoring leader",,,,needs_review,,
g-0013,brett-favre,4,LEGEND,NFL Modern Era,Green Bay Packers,297,Consecutive Starts,3,"He started 297 consecutive games at quarterback, the ultimate ironman streak in the NFL, while winning three straight MVP awards in the 1990s.",,,,needs_review,,Defined the gunslinger quarterback archetype
g-0014,bobby-orr,4,LEGEND,NHL Dynasty,Boston Bruins,102,"Single-Season Assists (1970–71) — D Record, Still Stands",3,"He set the all-time defenseman record with 102 assists in 1970–71 — and then won the Cup that same spring with the most iconic goal celebration in hockey history, flying through the air with his arms out",,,,needs_review,,
g-0015,lou-gehrig,4,LEGEND,Baseball Golden Age,New York Yankees,493,Career Home Runs,3,"He played 2,130 consecutive games. When ALS finally forced him to stop, he stood at home plate and called himself the luckiest man on the face of the earth.",,,,needs_review,,
g-0016,joe-dimaggio,5,LEGEND,Baseball Golden Age,New York Yankees,56,Consecutive Game Hit Streak,3,"He hit in 56 consecutive games in 1941, a record so untouchable that statisticians say it's the most unlikely sports achievement in history.",,,,needs_review,,
g-0017,nicklas-lidstrom,5,LEGEND,NHL Modern,Detroit Red Wings,7,Norris Trophies,3,"He won seven Norris Trophies as the best defenseman in hockey, a standard of excellence over 20 years that may never be matched.",,,,needs_review,,
g-0018,franz-beckenbauer,5,LEGEND,Global Football Golden Era,West Germany,2,Ballon d'Or Titles,3,"Nicknamed 'Der Kaiser', he revolutionized the libero position and captained West Germany to the 1974 World Cup",,,,needs_review,,
g-0019,bill-russell,6,LEGEND,NBA Dynasty,Boston Celtics,11,Championships,3,"The NBA retired his number across all 30 teams in 2022, 55 years after his last championship, because some legacies take time to fully understand.",True,NBA,RETIRED NBA-WIDE,needs_review,,SACRED
g-0020,mickey-mantle,7,LEGEND,Baseball Golden Age,New York Yankees,536,Career Home Runs,3,"He hit the longest measured home run in history, 565 feet, at 21 years old. He was already playing on surgically repaired knees that would have ended anyone else's career before it started.",,,,needs_review,,
g-0021,john-elway,7,LEGEND,NFL 1980s–1990s,Denver Broncos,2,Super Bowl Wins,3,"He led The Drive in the 1987 AFC Championship Game, a 98-yard march in the final minutes that became one of the most famous drives in NFL history.",,,,needs_review,,One of the most iconic quarterbacks of the late 20th century
g-0022,phil-esposito,7,LEGEND,NHL Dynasty,Boston Bruins,459,Goals as a Bruin,2,"He was the first player in NHL history to score 100 points in a season, in 1968-69, and he did it so comfortably that everyone knew the game had changed.",,,,needs_review,,
g-0023,cristiano-ronaldo,7,LEGEND,Global Football Modern Era,Portugal,130,"International Goals (All-Time Record, still active)",3,"His iconic 'CR7' brand is built around the number he wore at Manchester United, Real Madrid, and with Portugal",,,,needs_review,,ACTIVE - review annually
g-0024,david-beckham,7,LEGEND,Global Football Modern Era,England,115,England Caps — Most Iconic Player in English Football History,2,His last-minute free kick against Greece in 2001 sent England to the World Cup and became one of the most famous goals in English football history,,,,needs_review,,
g-0025,alex-ovechkin,8,LEGEND,NHL Modern,Washington Capitals,895,Career Goals (All-time NHL record),3,"On April 6, 2025, he broke Wayne Gretzky's all-time NHL goals record of 894, surpassing the record everyone said was untouchable. Ovechkin now holds the all-time NHL goals record.",,,,needs_review,,
g-0026,troy-aikman,8,LEGEND,Cowboys Dynasty,Dallas Cowboys,3,Super Bowl Rings,3,Super Bowl XXVII MVP. Won three championships in four years with the Cowboys in the 1990s. Took more hits than any elite QB of his era and kept winning anyway.,,,,needs_review,,
g-0027,cal-ripken-jr,8,LEGEND,MLB Modern,Baltimore Orioles,2632,Consecutive Games Played,3,"He played 2,632 consecutive games, breaking Gehrig's record that everyone said was untouchable, and did it as a shortstop, not a DH.",,,,needs_review,,
g-0028,cale-makar,8,LEGEND,NHL Now,Colorado Avalanche,93,Points 2021-22,3,"He won the Norris, Conn Smythe, and Stanley Cup in the same season at age 23, one of the greatest seasons a defenseman has ever played.",,,,needs_review,,ACTIVE - review annually CONDITIONAL — cross-generational name test still building. Review annually.
g-0029,kobe-bryant,8,LEGEND,NBA Modern,Los Angeles Lakers,81,Points in a Single Game (2006) — 2nd Highest in NBA History,3,"He wore both #8 and #24, both retired by the Lakers, the only player in NBA history with two retired numbers at the same franchise.",,,,needs_review,,Both 8 and 24 retired by Lakers
g-0030,erling-haaland,9,LEGEND,Soccer Now,Manchester City,36,Premier League Goals in a Season,3,"He scored 36 goals in the 2023-24 season, breaking the Premier League's all-time single-season record by nine goals. His scoring pace is historically unprecedented, putting him on track to surpass most players' career totals in just a few seasons.",,,,needs_review,,ACTIVE - review annually CONDITIONAL cross-generational name test still building. Review annually.
g-0031,mia-hamm,9,LEGEND,Women's Soccer Pioneer Era,United States Women's National Team,158,International Goals (Former World Record),3,She became the youngest player ever called up to the US Women's National Team at age 15 and helped lead the U.S. to two World Cup titles,,,,needs_review,,
g-0032,gordie-howe,9,LEGEND,NHL Original Six,Detroit Red Wings,801,Career NHL Goals,3,"He scored 801 NHL goals plus 174 more in the WHA, a total that stood untouched for decades. The Gordie Howe Hat Trick is a goal, an assist, and a fight in one game because he did it so often it became its own category.",,,,verified,hkref,
g-0033,maurice-richard,9,LEGEND,NHL Original Six,Montreal Canadiens,544,Career Goals,2,"When the NHL suspended him in 1955 for the season, Montreal fans rioted in the streets. The Richard Riot demonstrated how much he meant to French-Canadian identity and his entire nation.",,,,needs_review,,
g-0034,ronaldo-naz-rio,9,LEGEND,Global Football Golden Era,Brazil,2,Ballon d'Or Titles,3,"Nicknamed 'R9', he returned from devastating knee injuries to lead Brazil to the 2002 World Cup and win the Golden Boot",,,,needs_review,,
g-0035,roger-maris,9,LEGEND,Golden Age of Baseball,New York Yankees,61,Home Runs in 1961,3,Broke Babe Ruth’s single-season home run record with 61 in 1961 during one of baseball’s most dramatic seasons,,,,needs_review,,
g-0036,ted-williams,9,LEGEND,Baseball Golden Age,Boston Red Sox,0.406,Season Batting AVG,3,He hit .406 in 1941 and nobody has done it since. He lost five prime years to two military tours and came back and was still the best hitter alive.,,,,needs_review,,
g-0037,marta,10,LEGEND,Global Women's Soccer Era,Brazil,17,Women's World Cup Goals (All-Time Leader),3,"She has won FIFA World Player of the Year six times, more than any player male or female, and carried Brazil to global prominence.",,,,needs_review,,
g-0038,guy-lafleur,10,LEGEND,NHL Dynasty,Montreal Canadiens,560,Career Goals,2,He used to drive to the rink before dawn just to skate alone. That obsession drove five consecutive Stanley Cups.,,,,needs_review,,
g-0039,pel,10,LEGEND,Soccer Golden Age,Santos FC,3,World Cup Titles,3,"He won three World Cups at 17, 22, and 29, across three different decades, and scored over 1,000 career goals in professional football.",,,,needs_review,,
g-0040,diego-maradona,10,LEGEND,Global Football Golden Era,Argentina,1,1986 World Cup,3,In the 1986 World Cup quarterfinal he scored both the 'Hand of God' goal and the 'Goal of the Century' against England within four minutes,,,,needs_review,,
g-0041,lionel-messi,10,LEGEND,Global Football Modern Era,Argentina,8,Ballon d'Or Titles,3,"He finally won the 2022 World Cup with Argentina, cementing his place in the debate as the greatest footballer of all time",,,,needs_review,,ACTIVE - review annually
g-0042,zinedine-zidane,10,LEGEND,Global Football Modern Era,France,2,World Cup Final Goals (1998),3,He scored two headers in the 1998 World Cup final to give France its first World Cup title,,,,needs_review,,
g-0043,ronaldinho,10,LEGEND,Global Football Modern Era,Brazil,2,"Ballon d'Or Titles (2004, 2005)",3,He once received a standing ovation from Real Madrid fans at the Santiago Bernabéu after scoring two goals for Barcelona — their fiercest rival. That has never happened before or since.,,,,needs_review,,
g-0044,steve-nash,10,LEGEND,NBA Modern,Phoenix Suns,90.4,Career Free Throw % — highest in NBA history,3,"He won back-to-back MVPs without a single All-NBA defensive team, proving a point guard could win the award on pure offensive brilliance alone.",,,,needs_review,,
g-0045,isiah-thomas,11,LEGEND,NBA Bad Boys,Detroit Pistons,19.7,1988 Finals PPG,2,"In the 1988 Finals he scored 25 points in one quarter on a badly sprained ankle, hobbling up and down the court. One of the great performances in Finals history.",,,,verified,bkref,
g-0046,mark-messier,11,LEGEND,NHL Dynasty,Edmonton Oilers,694,Career Goals,3,"He guaranteed a win in Game 6 of the 1994 ECF when the Rangers were down 3-2, then scored a hat trick. The greatest guarantee in hockey history.",,,,needs_review,,#11 retired by Rangers and Oilers
g-0047,mohamed-salah,11,LEGEND,Soccer Now,Liverpool FC,32,Premier League Goals 2017-18,3,"He scored 32 Premier League goals in 2017-18, breaking the record for a 38-game season, and has been Liverpool's best player for seven straight years.",,,,needs_review,,ACTIVE - review annually Active legend — review annually.
g-0048,tom-brady,12,LEGEND,NFL Modern Era,New England Patriots,7,Super Bowl Wins,3,He was the 199th pick in the 2000 NFL Draft and went on to win more Super Bowls than any franchise in league history,,,,needs_review,,Widely considered the greatest quarterback in NFL history
g-0049,joe-namath,12,LEGEND,NFL AFL Era,New York Jets,27413,Career Passing Yards,3,He guaranteed Super Bowl III victory as a 17-point underdog and won it. The most famous guarantee in sports history and the moment the AFL became real.,,,,needs_review,,
g-0050,john-stockton,12,LEGEND,NBA Modern,Utah Jazz,15806,Career Assists,3,"He has 5,000 more career assists than the second-best passer in NBA history, a gap so large it may never be closed.",,,,needs_review,,
g-0051,christine-sinclair,12,LEGEND,Global Women's Soccer Era,Canada,190,International Goals (All-Time Record),3,"She scored more international goals than any player in soccer history, male or female, and led Canada to Olympic gold in 2021",,,,needs_review,,
g-0052,dan-marino,13,LEGEND,NFL Modern,Miami Dolphins,61361,Career Passing Yards,3,"He set the single-season passing record in 1984 with 5,084 yards. It stood for 27 years. He never won a Super Bowl, which makes him the greatest what-if in NFL history.",,,,needs_review,,#13 retired by Dolphins
g-0053,wilt-chamberlain,13,LEGEND,NBA Golden Age,Philadelphia Warriors,100,Points in single game,3,"He scored 100 points in a single NBA game in 1962, a record so far beyond anyone else that it seems fictional. He averaged 50 points per game that entire season.",,,,needs_review,,
g-0054,alex-rodriguez,13,LEGEND,MLB Steroid Era,New York Yankees,696,Career Home Runs,3,He became the youngest player in MLB history to reach 500 home runs at age 32,,,,needs_review,,Legacy complicated by PED suspension but statistical dominance is undeniable
g-0055,brendan-shanahan,14,LEGEND,NHL Modern,Detroit Red Wings,656,Career Goals,2,"He scored 656 goals and dropped the gloves more than almost anyone, a Hall of Famer who combined skill and toughness in a way nobody else did.",,,,needs_review,,
g-0056,pete-rose,14,LEGEND,MLB Modern,Cincinnati Reds,4256,Career Hits,3,"He has 4,256 career hits, 130 more than the second all-time, and he's not in the Hall of Fame because of gambling. The most complicated legacy in baseball.",,,,needs_review,,Gambling ban complicates but doesn't erase the stats
g-0057,abby-wambach,14,LEGEND,Women's Soccer Golden Era,United States Women's National Team,184,International Goals,3,She scored one of the most famous goals in World Cup history with a last-minute header against Brazil in the 2011 quarterfinal,,,,needs_review,,
g-0058,johan-cruyff,14,LEGEND,Global Football Golden Era,Netherlands,3,Ballon d'Or Titles,3,His 'Cruyff Turn' move became one of the most famous skills in soccer history and symbolized the Total Football revolution,,,,needs_review,,
g-0059,nikola-jokic,15,LEGEND,NBA Modern,Denver Nuggets,3,MVPs,3,He's a 6-foot-11 center who makes passes only point guards are supposed to make. Three MVPs and a championship make him the most unique dominant player in NBA history.,,,,needs_review,,Active but passes Legend test - per tier list
g-0060,thurman-munson,15,LEGEND,Yankees Dynasty,New York Yankees,7,All-Star Selections + 1976 AL MVP,3,He died in a plane crash in 1979 at 32. The Yankees retired his number immediately. The most beloved Yankee of the 1970s dynasty.,,,,needs_review,,#15 retired by Yankees
g-0061,joe-montana,16,LEGEND,NFL Dynasty,San Francisco 49ers,4,Super Bowl Wins,3,He was 3-for-3 in Super Bowl situations that required a game-winning drive and never threw an interception in four Super Bowls. Cool Joe never flinched.,,,,needs_review,,
g-0062,reggie-jackson,17,LEGEND,Yankees Dynasty,New York Yankees,563,Career Home Runs,3,Mr. October hit three consecutive home runs on three consecutive pitches from three different pitchers in Game 6 of the 1977 World Series. The most theatrical performance in baseball history.,,,,needs_review,,
g-0063,shohei-ohtani,17,LEGEND,MLB Now,Los Angeles Dodgers,2,MVP Awards — Won as Both Pitcher & Hitter (No One Else Has Done This),3,He's the only player in the history of baseball to be an All-Star pitcher and a home run threat at the same time. Ruth is the only comparison and even that falls short.,,,,needs_review,,ACTIVE - review annually Active legend — review annually.
g-0064,peyton-manning,18,LEGEND,NFL Modern,Indianapolis Colts,5477,Single-Season Passing Yards (NFL Record when set in 2013),3,He set the single-season TD record with 55 in 2013 at age 37. Called audibles at the line with surgical precision. The most cerebral QB who ever played.,,,,needs_review,,
g-0065,johnny-unitas,19,LEGEND,NFL Golden Age,Baltimore Colts,290,Career Touchdowns,3,"He threw a touchdown pass in 47 consecutive games, a record that stood for 52 years, and did it while wearing high-top black cleats that became the symbol of his era.",,,,needs_review,,
g-0066,steve-yzerman,19,LEGEND,NHL Dynasty,Detroit Red Wings,3,Stanley Cups,3,"He waited 11 years to win his first Stanley Cup as Detroit's captain. When he finally won it, he skated around the ice alone with the Cup at 2am.",,,,needs_review,,#19 retired by Red Wings
g-0067,tony-gwynn,19,LEGEND,MLB Modern,San Diego Padres,0.338,Career Batting AVG,2,"In the strike-shortened 1994 season he was hitting .394 when the season stopped, the closest anyone came to .400 since Ted Williams in 1941.",,,,needs_review,,#19 retired by Padres
g-0068,barry-sanders,20,LEGEND,NFL Modern,Detroit Lions,15269,Career Rushing Yards,3,"He retired at his peak with 15,269 rushing yards, 1,500 shy of the all-time record, because he didn't want to play for a bad team anymore. The most shocking retirement in NFL history.",,,,needs_review,,
g-0069,mike-schmidt,20,LEGEND,MLB Modern,Philadelphia Phillies,548,Career Home Runs,3,He hit 548 home runs and won 10 Gold Gloves. The most complete third baseman in baseball history. He led the Phillies to their first World Series title in 1980.,,,,needs_review,,
g-0070,roberto-clemente,21,LEGEND,MLB Civil Rights,Pittsburgh Pirates,3000,Career Hits,3,He died on New Year's Eve 1972 on a relief flight to earthquake victims in Nicaragua. The Hall of Fame waived the five-year waiting period and inducted him immediately.,,,,needs_review,,#21 sacred at Pirates
g-0071,tim-duncan,21,LEGEND,NBA Dynasty,San Antonio Spurs,5,Championships,3,"He won five championships spanning three different decades, doing it quietly and fundamentally while everyone else chased flash. The greatest power forward ever.",,,,needs_review,,
g-0072,emmitt-smith,22,LEGEND,NFL Dynasty,Dallas Cowboys,18355,Career Rushing Yards,3,"He is the all-time NFL rushing leader with 18,355 yards and won three Super Bowls in the 1990s Cowboys dynasty while doing it.",,,,needs_review,,
g-0073,mike-bossy,22,LEGEND,NHL Dynasty,New York Islanders,573,Career Goals,3,"He scored 50 goals in 50 games in the 1980-81 season, matching Rocket Richard's legendary mark. He did it in his last game of that stretch with two goals in the final period.",,,,needs_review,,#22 retired by Islanders
g-0074,caitlin-clark,22,LEGEND,WNBA Now,Indiana Fever,3951,NCAA Career Points (All-Time Leader),3,Her deep-range shooting and playmaking at Iowa helped drive record TV audiences for women's college basketball and made her the NCAA's all-time leading scorer,,,,needs_review,,ACTIVE - review annually
g-0075,michael-jordan,23,LEGEND,NBA Dynasty,Chicago Bulls,6,Championships,3,"The NBA retired his number across all 30 franchises, then granted one exception for LeBron James. The only player deemed equivalent enough to wear it.",,,,needs_review,,SACRED - LeBron is the documented exception
g-0076,lebron-james,23,LEGEND,NBA Dynasty,Los Angeles Lakers,40000,Career Points (NBA All-Time Record),3,"He became the NBA's all-time leading scorer in 2023, passing Kareem Abdul-Jabbar's record that had stood for 39 years. He also holds the only documented NBA exception ever granted to wear a league-retired number — Jordan's sacred #23.",,,,needs_review,,Active legend — review annually. Wears #23 under documented NBA exception (normally sacred for Russell).
g-0077,willie-mays,24,LEGEND,MLB Classic,San Francisco Giants,660,Career Home Runs,3,"The Say Hey Kid. Arguably the most complete player in baseball history — elite power, elite speed, and the greatest defensive outfielder ever. The over-the-shoulder catch in the 1954 World Series is still the catch.",,,,needs_review,,
g-0078,kobe-bryant,24,LEGEND,NBA Modern,Los Angeles Lakers,5,NBA Titles,3,"He switched from #8 to #24 midcareer, a reset and rebirth. Both numbers were retired by the Lakers, making him the only player in NBA history with two retired numbers at one franchise.",,,,needs_review,,
g-0079,maya-moore,24,LEGEND,WNBA Modern Era,Minnesota Lynx,4,WNBA Titles,3,Four WNBA championships and two Olympic gold medals. The most dominant women's basketball player of her era. Made her mark and left at the peak of her powers.,,,,needs_review,,
g-0080,ken-griffey-jr,24,LEGEND,MLB Modern Era,Seattle Mariners,630,Career Home Runs,3,His smooth left-handed swing made him one of the most iconic players of the 1990s and a first-ballot Hall of Famer,,,,needs_review,,
g-0081,rickey-henderson,24,LEGEND,MLB Modern,Oakland Athletics,1406,Career Stolen Bases,3,"He stole 1,406 bases, 468 more than the second all-time, and referred to himself in the third person as the greatest of all time. Honestly, he was.",,,,needs_review,,
g-0082,barry-bonds,25,LEGEND,MLB Modern,San Francisco Giants,73,Single Season Home Runs,3,"He holds both the single-season home run record (73, in 2001) and the career record (762). No one else has touched either number, though the PED cloud over his era has kept the Hall of Fame door closed.",,,,needs_review,,PED era - HOF excluded - stats stand. Keep with honest context.
g-0083,mark-mcgwire,25,LEGEND,Steroid Era,St. Louis Cardinals,70,Home Runs in 1998,3,"His 1998 chase with Sammy Sosa, both men hitting homers in bunches with the whole country watching, saved baseball after the '94 strike. McGwire later admitted using PEDs. The numbers happened. The debate about what they mean hasn't stopped.",,,,needs_review,,"PED era - admitted user - HOF excluded. Stats real, context required."
g-0085,vladimir-guerrero,27,LEGEND,MLB Modern,Montreal Expos,449,Career Home Runs,2,"He swung at balls a foot outside the strike zone and hit them for extra bases, the most dangerous bad-ball hitter in baseball history.",,,,needs_review,,
g-0087,nathan-mackinnon,29,LEGEND,NHL Modern,Colorado Avalanche,140,Points in 2023-24 (Hart Trophy season),3,"He has won multiple Hart Trophies and a Stanley Cup, widely considered the best player in the NHL and the most complete forward in the game today.",,,,verified,hkref,Active but passes Legend test per tier list
g-0088,marie-philip-poulin,29,LEGEND,Modern Women's Hockey Era,Canada,3,Olympic Gold Medal Winning Goals,3,"She scored the gold medal winning goal in the 2010, 2014, and 2022 Olympics — three different Games, three times Canada needed a goal, three times she delivered. No player in hockey history has matched it.",,,,needs_review,,CONDITIONAL — greatest women's hockey player; global recognition still building outside Canada. Review annually.
g-0089,martin-brodeur,30,LEGEND,NHL Modern,New Jersey Devils,691,Career Wins,3,"He has 691 career wins, a record so far ahead of everyone else it's essentially untouchable, and won three Stanley Cups doing it.",,,,needs_review,,
g-0090,stephen-curry,30,LEGEND,NBA Modern,Golden State Warriors,4,Championships,3,He single-handedly made the three-pointer the centerpiece of basketball offense. Four championships and the unanimous MVP on the 73-win team.,,,,needs_review,,Active but passes Legend test per tier list
g-0091,patrick-roy,31,LEGEND,NHL Dynasty,Montreal Canadiens,4,Stanley Cups,3,"He used to talk to his goalposts before games and demanded a trade mid-game from the Montreal bench in front of 20,000 people. The most magnetic personality in hockey history.",,,,needs_review,,#31 retired by Canadiens and Avalanche
g-0092,magic-johnson,32,LEGEND,NBA Showtime,Los Angeles Lakers,5,Championships,3,"He played center in the deciding game of his rookie Finals, a 6-foot-9 point guard starting at center and scoring 42 points. The performance that announced he was different.",,,,needs_review,,#32 sacred at Lakers
g-0093,sandy-koufax,32,LEGEND,MLB Golden Age,Los Angeles Dodgers,1.73,"ERA in 1966 — career best, led all of baseball",3,"From 1963 to 1966 he was the most dominant pitcher in baseball history, four no-hitters including a perfect game. He retired at 30 because his arm gave out.",,,,verified,bbref,#32 sacred at Dodgers
g-0094,larry-bird,33,LEGEND,NBA Dynasty,Boston Celtics,3,Championships,3,"He once told the other team exactly where he was going to shoot from, then did it. Three MVPs and three championships, right next door to Magic's 32.",,,,needs_review,,#33 sacred at Celtics
g-0095,patrick-ewing,33,LEGEND,NBA Modern,New York Knicks,24815,Career Points,2,"He carried the Knicks on his back for 15 seasons and never won a title. The greatest player to never win a ring, alongside Barkley and Stockton.",,,,needs_review,,#33 retired by Knicks
g-0096,jose-canseco,33,LEGEND,Late 80s–90s Power Era,Oakland Athletics,40-40,Home Runs / Stolen Bases Season,2,In 1988 he became the first player in MLB history to record 40 home runs and 40 stolen bases in a single season,,,,needs_review,,
g-0097,shaquille-o-neal,34,LEGEND,NBA Dynasty,Los Angeles Lakers,4,Championships,3,He was so physically dominant from 2000 to 2002 that referees created new rules just to slow him down. Three consecutive Finals MVPs.,,,,needs_review,,
g-0098,charles-barkley,34,LEGEND,NBA 90s Era,Phoenix Suns,22.1,Career Points Per Game,2,Despite being undersized for a power forward he dominated the NBA in the 1990s and won MVP in 1993 leading the Suns to the Finals,,,,needs_review,,
g-0099,david-ortiz,34,LEGEND,Modern Baseball Era,Boston Red Sox,541,Career Home Runs,3,"One of the greatest postseason hitters ever, he led the Red Sox to three World Series titles and delivered one of the most famous grand slams in playoff history in the 2013 ALCS",,,,needs_review,,
g-0100,giannis-antetokounmpo,34,LEGEND,Modern NBA Era,Milwaukee Bucks,50,Points in 2021 NBA Finals Game 6,3,Delivered one of the greatest Finals performances ever with 50 points to clinch the Bucks’ first championship in 50 years,,,,needs_review,,
g-0101,paul-pierce,34,LEGEND,NBA Modern,Boston Celtics,26397,Career Points,2,"The Truth. Draped in the Celtics' #34 for 15 seasons, he delivered the 2008 championship and earned Finals MVP. One of the most clutch shot-makers of his era.",,,,needs_review,,
g-0102,walter-payton,34,LEGEND,NFL Modern,Chicago Bears,16726,Career Rushing Yards,3,"Sweetness. 16,726 rushing yards at retirement (NFL record). Also caught passes, threw TD passes, and played special teams. The most complete running back in NFL history.",,,,needs_review,,#34 sacred at Bears
g-0103,kevin-durant,35,LEGEND,NBA Modern Era,Phoenix Suns,2,"NBA Finals MVP Awards (2017, 2018)",3,"He named his number 35 in honor of his AAU coach Charles Craig, who was murdered at age 35 and helped shape Durant's career",,,,needs_review,,One of the greatest pure scorers in NBA history
g-0107,dominik-ha-ek,39,LEGEND,NHL 1990s-2000s,Buffalo Sabres,6,Vezina Trophies,3,"Nicknamed The Dominator, he won back-to-back NHL MVP awards in 1997 and 1998, an almost unheard-of feat for a goaltender.",,,,needs_review,,Widely considered one of the greatest goaltenders in NHL history
g-0108,gale-sayers,40,LEGEND,NFL Golden Age,Chicago Bears,9435,Career All-Purpose Yards,3,"He was inducted into the Hall of Fame at 34, the youngest ever, after injuries cut his career short. Brian's Song is a 1971 film about his friendship with Brian Piccolo and brought his story to a generation beyond football.",,,,needs_review,,#40 sacred at Bears
g-0109,dirk-nowitzki,41,LEGEND,NBA Modern,Dallas Mavericks,31560,"Career Points — 21 Seasons, One Team, One City",3,"He won the 2011 Finals MVP on a team that wasn't supposed to beat LeBron's Heat, the only player to win Finals MVP against a team favored by everyone, and went back to Dallas every single season.",,,,needs_review,,
g-0110,tom-seaver,41,LEGEND,MLB Modern,New York Mets,311,Career Wins,2,He was so good the Mets named him Tom Terrific and built a championship around him. Three Cy Youngs and the 1969 Miracle Mets.,,,,needs_review,,
g-0111,jackie-robinson,42,SACRED,Civil Rights,Brooklyn Dodgers,6,Stolen Base Titles,3,"His number is retired across all of baseball, not one team but all of them. Every April 15th every player wears 42 because what he did was bigger than baseball.",True,MLB,RETIRED MLB-WIDE,needs_review,,SACRED - retired across all MLB
g-0112,mariano-rivera,42,LEGEND,Yankees Dynasty,New York Yankees,652,Career Saves,3,His cut fastball was so dominant that hitters knew it was coming and still couldn't hit it. He became the first player ever unanimously elected to the Baseball Hall of Fame.,,,,needs_review,,LEGEND — greatest closer of all time; wore #42 as last grandfathered player before MLB retirement for Robinson
g-0113,troy-polamalu,43,LEGEND,NFL Modern,Pittsburgh Steelers,2,Super Bowl Rings,2,"He played with long flowing hair that flew behind him when he blitzed, a supernatural force at safety who seemed to know where the ball was going before the snap.",,,,needs_review,,
g-0114,hank-aaron,44,LEGEND,MLB Civil Rights,Atlanta Braves,755,Career Home Runs,3,"He received death threats while chasing Babe Ruth's home run record in 1973 and kept playing. He broke it on April 8, 1974 in front of a roaring crowd in Atlanta.",,,,needs_review,,#44 retired by Braves
g-0115,reggie-jackson,44,LEGEND,MLB Classic,New York Yankees,563,Career Home Runs,3,Mr. October. Hit three home runs on three consecutive pitches in Game 6 of the 1977 World Series — possibly the most dominant single-game performance in postseason history.,,,,needs_review,,
